url,label,title,all_text,comments,merged,created_time,updated_time,closed_time
https://github.com/adap/flower/pull/1285,[],Fixing dataset common bug,"Fixing dataset common bug<!--
Thanks for contributing a pull request! Please ensure you have taken a look at
the contribution guidelines: https://github.com/adap/flower/blob/main/CONTRIBUTING.md

Does the changelog need to be updated?
See: https://github.com/adap/flower/blob/main/doc/source/changelog.rst
-->

#### Reference Issues/PRs

<!--
Example: Fixes #1234. See also #3456.
Please use keywords (e.g., Fixes) to create a link to the issues or pull requests
you resolved.
-->

Fixes a minor incoherence that was annoying mypy in datasets.
<!--
Explain why this PR is needed and what kind of changes have you done.
Example: the variable rnd was not clear and therefore renamed to fl_round. 
-->

Just changed a `.shape` to an `len()`

<!--
Please be aware that it may take some time until we can check this PR. 
If you have an urgent request or question please use the Flower Slack channel.
The Slack channel is really active and contributors respond pretty fast. 

We value your contribution and are aware of the time you put into this PR.
Therefore, thank you for your contribution. 
-->",1,False,2022-07-13 07:27:02,2022-07-13 14:51:29,2022-07-13 14:51:29
https://github.com/adap/flower/pull/1266,[],Add round number to fit and eval debug messages,"Add round number to fit and eval debug messagesAdd round numbers to fit and eval debug messages in server.py to make them more informative.

Used rnd variable and %s operator in keeping with existing style.",2,True,2022-06-24 09:32:02,2022-06-27 11:10:42,2022-06-27 11:09:14
https://github.com/adap/flower/pull/1241,[],Dp,"Dp<!--
Thanks for contributing a pull request! Please ensure you have taken a look at
the contribution guidelines: https://github.com/adap/flower/blob/main/CONTRIBUTING.md

Does the changelog need to be updated?
See: https://github.com/adap/flower/blob/main/doc/source/changelog.rst
-->

#### Reference Issues/PRs

<!--
Example: Fixes #1234. See also #3456.
Please use keywords (e.g., Fixes) to create a link to the issues or pull requests
you resolved.
-->

#### What does this implement/fix? Explain your changes.

<!--
Explain why this PR is needed and what kind of changes have you done.
Example: the variable rnd was not clear and therefore renamed to fl_round. 
-->

#### Any other comments?


<!--
Please be aware that it may take some time until we can check this PR. 
If you have an urgent request or question please use the Flower Slack channel.
The Slack channel is really active and contributors respond pretty fast. 

We value your contribution and are aware of the time you put into this PR.
Therefore, thank you for your contribution. 
-->",2,False,2022-06-01 19:27:27,2022-06-03 14:50:48,2022-06-03 14:50:48
https://github.com/adap/flower/pull/1233,[],Fixes metrics in the C++ implementation and example,"Fixes metrics in the C++ implementation and example#### What does this implement/fix? Explain your changes.

Fixes to the C++ implementation and the quickstart C++ example:
- Fixes metrics communication issue with pointer going out of scope
- Adds an example metric to the quickstart C++ example
- Fixes bug in the matrix multiplication function for the C++ example.
- Adds double support for compatibility```suggestion
  if (scalar_msg.getDouble() != std::nullopt) {
```Is this still required or can we revert the changes in `transport.proto`? If we add support for `float` here, we'll have to update at least the Python-based server implementation to support it as well.We don't have to modify the proto if we drop all float support. If we want to keep only doubles, I think some changes should still be made to the interface of typing.h for consistency. I've updated the PR to reflect these changes.",2,True,2022-05-25 12:37:57,2022-06-13 07:17:59,2022-06-01 09:41:07
https://github.com/adap/flower/pull/1220,[],Upgrade quickstart TensorFlow to Flower 0.19,"Upgrade quickstart TensorFlow to Flower 0.19<!--
Thanks for contributing a pull request! Please ensure you have taken a look at
the contribution guidelines: https://github.com/adap/flower/blob/main/CONTRIBUTING.md

Does the changelog need to be updated?
See: https://github.com/adap/flower/blob/main/doc/source/changelog.rst
-->

#### Reference Issues/PRs

<!--
Example: Fixes #1234. See also #3456.
Please use keywords (e.g., Fixes) to create a link to the issues or pull requests
you resolved.
-->

#### What does this implement/fix? Explain your changes.

<!--
Explain why this PR is needed and what kind of changes have you done.
Example: the variable rnd was not clear and therefore renamed to fl_round. 
-->

#### Any other comments?


<!--
Please be aware that it may take some time until we can check this PR. 
If you have an urgent request or question please use the Flower Slack channel.
The Slack channel is really active and contributors respond pretty fast. 

We value your contribution and are aware of the time you put into this PR.
Therefore, thank you for your contribution. 
-->",2,True,2022-05-18 15:41:32,2022-05-20 14:53:40,2022-05-20 14:53:40
https://github.com/adap/flower/pull/1175,[],Update implementing-strategies.rst,"Update implementing-strategies.rstCorrection typo

<!--
Thanks for contributing a pull request! Please ensure you have taken a look at
the contribution guidelines: https://github.com/adap/flower/blob/main/CONTRIBUTING.md

Does the changelog need to be updated?
See: https://github.com/adap/flower/blob/main/doc/source/changelog.rst
-->

#### Reference Issues/PRs

<!--
Example: Fixes #1234. See also #3456.
Please use keywords (e.g., Fixes) to create a link to the issues or pull requests
you resolved.
-->

#### What does this implement/fix? Explain your changes.

<!--
Explain why this PR is needed and what kind of changes have you done.
Example: the variable rnd was not clear and therefore renamed to fl_round. 
-->

#### Any other comments?


<!--
Please be aware that it may take some time until we can check this PR. 
If you have an urgent request or question please use the Flower Slack channel.
The Slack channel is really active and contributors respond pretty fast. 

We value your contribution and are aware of the time you put into this PR.
Therefore, thank you for your contribution. 
-->",1,True,2022-04-05 13:20:46,2022-04-05 14:30:44,2022-04-05 14:30:44
https://github.com/adap/flower/pull/1171,[],Let simulation start server with custom ClientManager,"Let simulation start server with custom ClientManager<!--
Thanks for contributing a pull request! Please ensure you have taken a look at
the contribution guidelines: https://github.com/adap/flower/blob/main/CONTRIBUTING.md

Does the changelog need to be updated?
See: https://github.com/adap/flower/blob/main/doc/source/changelog.rst
-->

#### Reference Issues/PRs
Can't start simulation with custom ClientManager.
<!--
Example: Fixes #1234. See also #3456.
Please use keywords (e.g., Fixes) to create a link to the issues or pull requests
you resolved.
-->

#### What does this implement/fix? Explain your changes.
Adding extra parameters to default server initialization and simulation start to let users add a custom ClientManager instead of always using the SimpleClientManager.
<!--
Explain why this PR is needed and what kind of changes have you done.
Example: the variable rnd was not clear and therefore renamed to fl_round. 
-->

#### Any other comments?


<!--
Please be aware that it may take some time until we can check this PR. 
If you have an urgent request or question please use the Flower Slack channel.
The Slack channel is really active and contributors respond pretty fast. 

We value your contribution and are aware of the time you put into this PR.
Therefore, thank you for your contribution. 
-->

```suggestion
        If no implementation is provided, then `start_simulation` will use
```Should this empty line be removed?```suggestion
    initialized_server, initialized_config = _init_defaults(
        None, config, strategy, client_manager
    )
``````suggestion
            If no implementation is provided, then `start_server` will use
``````suggestion
    initialized_server, initialized_config = _init_defaults(
        server, config, strategy, client_manager
    )
```",9,True,2022-04-04 10:14:24,2022-04-13 10:10:14,2022-04-13 10:10:14
https://github.com/adap/flower/pull/1166,[],Unify documentation separator,"Unify documentation separator<!--
Thanks for contributing a pull request! Please ensure you have taken a look at
the contribution guidelines: https://github.com/adap/flower/blob/main/CONTRIBUTING.md

Does the changelog need to be updated?
See: https://github.com/adap/flower/blob/main/doc/source/changelog.rst
-->

#### Reference Issues/PRs

This PR fixes #1083.

<!--
Example: Fixes #1234. See also #3456.
Please use keywords (e.g., Fixes) to create a link to the issues or pull requests
you resolved.
-->

#### What does this implement/fix? Explain your changes.

In order to unify documentation, the docs that contain `_` (underscore) as separator have been renamed to use `-` (minus). Two main changes were implemented for this. 
First, 8 fiilenames have been changed:

1. /doc/source/quickstart_mxnet.rst
2. /doc/source/quickstart_pytorch_lightning.rst
3. /doc/source/example_walkthrough_pytorch_mnist.rst
4. /doc/source/quickstart_huggingface.rst
5. /doc/source/quickstart_pytorch.rst
6. /doc/source/quickstart_tensorflow.rst
7. /doc/source/release_process.rst
8. /doc/source/quickstart_scikitlearn.rst

The references to these files have also been updated, majorly in `README.md` and `index.rst`

Secondly, for each renamed doc redirects were configured in the `conf.py` file using `sphinx_reredirects`. A new extension was also added for the same in the file. This was done to redirect from the old naming (e.g., `quickstart_pytorch`) to the new page (e.g., `quickstart-pytorch`)

<!--
Explain why this PR is needed and what kind of changes have you done.
Example: the variable rnd was not clear and therefore renamed to fl_round. 
-->

#### Any other comments?
-

<!--
Please be aware that it may take some time until we can check this PR. 
If you have an urgent request or question please use the Flower Slack channel.
The Slack channel is really active and contributors respond pretty fast. 

We value your contribution and are aware of the time you put into this PR.
Therefore, thank you for your contribution. 
-->
```suggestion
    ""quickstart_mxnet"": ""quickstart-mxnet.html"",
    ""quickstart_pytorch_lightning"": ""quickstart-pytorch-lightning.html"",
    ""example_walkthrough_pytorch_mnist"": ""example-walkthrough-pytorch-mnist.html"",
    ""quickstart_huggingface"": ""quickstart-huggingface.html"",
    ""quickstart_pytorch"": ""quickstart-pytorch.html"",
    ""quickstart_tensorflow"": ""quickstart-tensorflow.html"",
    ""release_process"": ""release-process.html"",
    ""quickstart_scikitlearn"": ""quickstart-scikitlearn.html""
```",10,True,2022-03-30 13:53:22,2022-04-25 20:38:14,2022-04-25 17:47:06
https://github.com/adap/flower/pull/1140,[],Fix an error in the quickstart_pytorch example on GPU.,"Fix an error in the quickstart_pytorch example on GPU.Fix a problem where the label tensor was not properly converted to a CUDA tensor leading to an error.

<!--
Thanks for contributing a pull request! Please ensure you have taken a look at
the contribution guidelines: https://github.com/adap/flower/blob/main/CONTRIBUTING.md
-->

<!--
Example: Fixes #1234. See also #3456.
Please use keywords (e.g., Fixes) to create a link to the issues or pull requests
you resolved.
-->

#### What does this implement/fix? Explain your changes.

Running the `quickstart_pytorch/run.sh` with a CUDA-enabled GPU yields to an exception 

```
[...]
  File ""/examples/quickstart_pytorch/client.py"", line 42, in test
    correct += (torch.max(outputs.data, 1)[1] == labels).sum().item()
RuntimeError: Expected all tensors to be on the same device, but found at least two devices, cuda:0 and cpu!
```
This is due to `labels` not being on the CUDA device. This PR fixes this issue.

    

<!--
Explain why this PR is needed and what kind of changes have you done.
Example: the variable rnd was not clear and therefore renamed to fl_round. 
-->


<!--
Please be aware that it may take some time until we can check this PR. 
If you have an urgent request or question please use the Flower Slack channel.
The Slack channel is really active and contributors respond pretty fast. 

We value your contribution and are aware of the time you put into this PR.
Therefore, thank you for your contribution. 
-->",1,True,2022-03-22 11:40:46,2022-03-22 16:43:14,2022-03-22 16:43:14
https://github.com/adap/flower/pull/1138,[],Taking care of get_properties() by catching an AttributeError.,"Taking care of get_properties() by catching an AttributeError.<!--
Thanks for contributing a pull request! Please ensure you have taken a look at
the contribution guidelines: https://github.com/adap/flower/blob/main/CONTRIBUTING.md
-->

#### Reference Issues/PRs

This is meant to address #1113.

<!--
Example: Fixes #1234. See also #3456.
Please use keywords (e.g., Fixes) to create a link to the issues or pull requests
you resolved.
-->

#### What does this implement/fix? Explain your changes.

It is an improved attempt at dealing with the issue appropriately dealing with `get_properties` not being defined by a user implementation of `Client` or `NumPyClient`. In essence, the default implementation raises an `AttributeError`, which is caught and an appropriate response sent to the server.

<!--
Explain why this PR is needed and what kind of changes have you done.
Example: the variable rnd was not clear and therefore renamed to fl_round. 
-->

#### Any other comments?

This should allow a user to run multiple `Client`s in the same python process.

<!--
Please be aware that it may take some time until we can check this PR. 
If you have an urgent request or question please use the Flower Slack channel.
The Slack channel is really active and contributors respond pretty fast. 

We value your contribution and are aware of the time you put into this PR.
Therefore, thank you for your contribution. 
-->",3,False,2022-03-21 17:51:27,2022-06-01 12:26:50,2022-06-01 12:26:49
