url,label,title,all_text,comments,created_time,updated_time,closed_time
https://github.com/PaddlePaddle/PaddleFL/issues/249,[],greater_equal和mul不能放在一起使用的问题,"greater_equal和mul不能放在一起使用的问题您好，我在使用paddlefl框架时遇到了如下问题：下面的乘法代码运行时会报如下错误，当我注释掉“ op_ge = pfl_mpc.layers.greater_equal(x=x, y=y)”这一行代码时，乘法可以正常运行。我的理解是pfl_mpc.layers某些算法不能放在一起使用，例如基于混淆电路的greater_equal和基于算数电路的mul。如果我想在一起使用这些算法的话，需要怎么做呢？


FAIL: test_ge (__main__.TestOptest)
----------------------------------------------------------------------
Traceback (most recent call last):
  File ""test.py"", line 51, in test_ge
    self.assertEqual(ret[0], True)
AssertionError: EnforceNotMet('\n\n----------------------[5701 chars]or]') != True

----------------------------------------------------------------------


`import unittest
from multiprocessing import Manager

import numpy as np
import paddle.fluid as fluid
import paddle_fl.mpc as pfl_mpc
import test_op_base
from paddle_fl.mpc.data_utils.data_utils import get_datautils

aby3 = get_datautils('aby3')


class TestOptest(test_op_base.TestOpBase):

    def ge(self, **kwargs):
        role = kwargs['role']
        d_1 = kwargs['data_1'][role]
        d_2 = kwargs['data_2'][role]
        d_3 = kwargs['data_3'][role]
        expected_out = kwargs['expect_results'][role]
        pfl_mpc.init(""aby3"", role, ""localhost"", self.server, int(self.port))
        x = pfl_mpc.data(name='x', shape=[1], dtype='int64')
        y = fluid.data(name='y', shape=[1], dtype='float32')
        z = pfl_mpc.data(name='z', shape=[1], dtype='int64')
        op_ge = pfl_mpc.layers.greater_equal(x=x, y=y)
        exe = fluid.Executor(place=fluid.CPUPlace())
        #results = exe.run(feed={'x': d_1, 'y': d_2}, fetch_list=[op_ge])
        #print(results)
        #self.assertEqual(results[0].shape, (1, ))
        #self.assertTrue(np.allclose(results[0], expected_out))

        print(""here"")
        op_mul = pfl_mpc.layers.mul(x=x, y=z)
        results2 = exe.run(feed={'x': d_1, 'z': d_1}, fetch_list=[op_mul])
        print(results2)

    def test_ge(self):
        data_1 = np.full((1), fill_value=6553.6)
        data_1_shares = aby3.make_shares(data_1)
        data_1_all3shares = np.array([aby3.get_shares(data_1_shares, i) for i in range(3)])
        data_2 = [np.array([65536]).astype('float32')] * self.party_num
        data_3 = np.full((1), fill_value=655.36)
        data_3_shares = aby3.make_shares(data_1)
        data_3_all3shares = np.array([aby3.get_shares(data_1_shares, i) for i in range(3)])
        expect_results = [np.array([0])] * self.party_num
        ret = self.multi_party_run(target=self.ge,
                                   data_1=data_1_all3shares,
                                   data_2=data_2,
                                   data_3=data_3_all3shares,
                                   expect_results=expect_results)
        self.assertEqual(ret[0], True)

if __name__ == '__main__':
    unittest.main()
`目前paddlefl的比较算符内部是布尔电路但是返回结果是明文的tensor, 应该不涉及不同电路混合计算的问题

另外ge和mul的复合应该可以用relu实现等价的效果> 目前paddlefl的比较算符内部是布尔电路但是返回结果是明文的tensor, 应该不涉及不同电路混合计算的问题
> 
> 另外ge和mul的复合应该可以用relu实现等价的效果

我看了一下aby3的论文，比较确实是布尔电路，不是混淆电路，我之前的理解有一些问题；利用relu等价这部分我会研究一下，谢谢您的指点！
另外，我认为paddlefl框架在这里可能还是存在bug，比如我连续做两次加法（乘法）或者连续做两次比较或者做一次加法再做一次乘法都不会出现问题，唯独加法（乘法）与比较放在一起不能正确运行，或许是布尔电路和算数电路混合计算的时候会出现问题？我认为是
```py
results2 = exe.run(feed={'x': d_1, 'z': d_1}, fetch_list=[op_mul])
```
这里没有feed 'y'导致的错误.

改成这样是可以运行的:
```py
def ge(self, **kwargs):
    role = kwargs['role']
    d_1 = kwargs['data_1'][role]
    d_2 = kwargs['data_2'][role]
    d_3 = kwargs['data_3'][role]
    expected_out = kwargs['expect_results'][role]
    pfl_mpc.init(""aby3"", role, ""localhost"", self.server, int(self.port))
    x = pfl_mpc.data(name='x', shape=[1], dtype='int64')
    y = fluid.data(name='y', shape=[1], dtype='float32')
    z = pfl_mpc.data(name='z', shape=[1], dtype='int64')
    op_ge = pfl_mpc.layers.greater_equal(x=x, y=y)
    exe = fluid.Executor(place=fluid.CPUPlace())
    op_mul = pfl_mpc.layers.mul(x=x, y=z)
    results2 = exe.run(feed={'x': d_1, 'y':d_2, 'z': d_3}, fetch_list=[op_ge,op_mul])
```

另外目前的框架在python层应该是没有“布尔电路和算数电路混合计算”的, 所有在python层可见的tensor都是算数电路或者是明文的tensor> 
我试了一下，确实是这样，十分感谢！",4,2022-03-02 06:58:43,2022-03-09 06:24:47,2022-03-09 06:24:47
https://github.com/PaddlePaddle/PaddleFL/issues/224,[],ImportError: cannot import name 'CipherUtils' from 'paddle.fluid.core_avx' (/usr/local/python/lib/python3.8/site-packages/paddle/fluid/core_avx.so),"ImportError: cannot import name 'CipherUtils' from 'paddle.fluid.core_avx' (/usr/local/python/lib/python3.8/site-packages/paddle/fluid/core_avx.so)尊敬的开发人员你好，
我按照步骤，使用nvidia-docker直接拉取了PaddleFL的项目,在运行ctr_demo时报错:
找不到paddle_serving_client模块，安装好padlle_serving_client模块后,再次运行
报了下述错误,请问是什么原因呢?
 File ""/usr/local/python/lib/python3.8/site-packages/paddle_serving_client/io/__init__.py"", line 24, in <module>
    from paddle.fluid.core import CipherUtils
ImportError: cannot import name 'CipherUtils' from 'paddle.fluid.core_avx' (/usr/local/python/lib/python3.8/site-packages/paddle/fluid/core_avx.so)

运行环境centos7，nvidia-docker
python包环境只加了一个paddle_serving_client
![wrong2](https://user-images.githubusercontent.com/13082828/133219429-d6d1f888-4c2b-4f36-885b-8880ef82081e.jpg)

非常感谢> 尊敬的开发人员你好，
> 我按照步骤，使用nvidia-docker直接拉取了PaddleFL的项目,在运行ctr_demo时报错:
> 找不到paddle_serving_client模块，安装好padlle_serving_client模块后,再次运行
> 报了下述错误,请问是什么原因呢?
> File ""/usr/local/python/lib/python3.8/site-packages/paddle_serving_client/io/**init**.py"", line 24, in
> from paddle.fluid.core import CipherUtils
> ImportError: cannot import name 'CipherUtils' from 'paddle.fluid.core_avx' (/usr/local/python/lib/python3.8/site-packages/paddle/fluid/core_avx.so)
> 
> 运行环境centos7，nvidia-docker
> python包环境只加了一个paddle_serving_client
> ![wrong2](https://user-images.githubusercontent.com/13082828/133219429-d6d1f888-4c2b-4f36-885b-8880ef82081e.jpg)
> 
> 非常感谢

经过不断尝试, 现在暂时放弃使用FL1.1.2版本的docker环境，改用FL1.1.0版本的docker环境后可以正常运行程序
FL1.1.2的docker环境中python=3.8,paddlepaddle=1.8.5,运行程序时缺少paddle-serving-client包，但是支持python3.8最小的paddle-serving-client包版本为0.5.0,这个包需要依赖paddlepaddle 2.0以上的版本,因此即使安装好paddle-serving-client也会报找不到'CipherUtils'的错误，如果将paddlepaddle升级成2.0.0以上又会报其他问题，改用FL1.1.0版本的docker环境后，环境问题解决，程序正常运行
docker拉取命令
docker pull paddlepaddle/paddlefl:1.1.2
改成
docker pull paddlepaddle/paddlefl:latest

我的问题暂时解决了
尊敬的开发者您好，不知道上述的分析过程是否正确，如果正确希望能修改一下1.1.2版本的docker环境中的问题，如果我的操作有问题，希望得到回复，非常感谢您的工作",1,2021-09-14 08:02:44,2021-09-15 05:58:44,2021-09-15 05:58:44
https://github.com/PaddlePaddle/PaddleFL/issues/219,[],Run youtubenn_with_movielens example  in docker no module named '_bz2',"Run youtubenn_with_movielens example  in docker no module named '_bz2'my docker images:paddlepaddle/paddlefl:1.1.2
When I run youtubenn_with_movieslens example case, I get belows
  File ""train_youtubednn.py"", line 148, in train
    f.write(np.array(video_array).tobytes())
TypeError: write() argument must be str, not bytes ?
so I try to convert bytes to str,I get belows

  File ""train_youtubednn.py"", line 148, in train
    f.write(np.array(video_array).tobytes().decode())
    train(args)
UnicodeDecodeError: 'utf-8' codec can't decode byte 0xff in position 0: invalid start byte
  File ""train_youtubednn.py"", line 148, in train
    f.write(np.array(video_array).tobytes().decode())
UnicodeDecodeError: 'utf-8' codec can't decode byte 0xbf in position 0: invalid start byte

How to solve the Problems?

![image](https://user-images.githubusercontent.com/22990858/131776542-f13bc2ab-ad0c-4a24-9241-fdea76452038.png)



![image](https://user-images.githubusercontent.com/22990858/131776520-d6c34331-59df-4d20-abca-89f16459b9ca.png)


![image](https://user-images.githubusercontent.com/22990858/131797950-401408cd-d30f-49f1-8db5-3c6e4817120c.png)
![image](https://user-images.githubusercontent.com/22990858/131798688-2c2dfb6b-2151-4e89-a78c-1af3b0e0a269.png)
Please modify the code in file ""train_youtubednn.py"", line 148, in train from ""with open(video_vec_part_filepath, 'w') as f: f.write(np.array(video_array).tobytes())"" to **""with open(video_vec_part_filepath, 'wb') as f: f.write(np.array(video_array).tobytes())""**, the problem is caused by the change between python2 and python3.
In addition, to solve the question raised in your title. Use the command **""yum -y install bzip2 bzip2-devel""** then recompile and install Python3 will help.OK，Thx，I follow your instructions，the code is running normally",2,2021-09-02 03:22:47,2021-09-03 05:35:29,2021-09-03 05:35:29
https://github.com/PaddlePaddle/PaddleFL/issues/218,[],youtubednn_with_movielens example run Error?,"youtubednn_with_movielens example run Error?my environment is:
paddle-fl 1.1.2
paddlepaddle-gpu 1.8.0.post107
cuda 10.0.130
cudnn 7.6
![c5f454b4cce0a0662cdb42358ce2ce2](https://user-images.githubusercontent.com/22990858/131472283-3e299c91-75e4-469e-8c3c-0cbc323d1c86.png)
When I run youtubenn_with_movielens example,I get Error
![8cafc722b4d02238228c9b0e61b69d8](https://user-images.githubusercontent.com/22990858/131473242-5a3d7a1a-5b2f-4c38-89e6-8110f64fe097.png)


you're using the incorrect version of PaddlePaddle. PFL 1.1.2 requires PaddlePaddle 1.8.5. Please follow the installation instruction to reinstall paddlepaddle and try again. Still strongly recommend using our docker image directly.",1,2021-08-31 08:54:14,2021-09-03 05:36:24,2021-09-03 05:36:24
https://github.com/PaddlePaddle/PaddleFL/issues/156,[],PSI question,"PSI questionI am a bit confused with PSI tools in Paddle FL.
When I do PSI align with two vertical divided parts of dataset, I have not the same align data in two files:

![image](https://user-images.githubusercontent.com/23639951/114208574-4a77a100-9966-11eb-8255-863367a2d6e7.png)
![image](https://user-images.githubusercontent.com/23639951/114208630-5c594400-9966-11eb-8f8b-efb8de96816b.png)

As you can see the beginning of the data is different, so that we will have failure data when concating them.


By the way, it  doesn’t happen all the time, sometimes I have the right set of align IDs.

Is it problem with PSI tools or I do something wrong ?It seems that order of psi result is not preserved in python data structure 'set'.
Fixed in pull request above.Great! Thank you.",2,2021-04-09 16:08:00,2021-04-12 08:18:55,2021-04-12 08:18:54
https://github.com/PaddlePaddle/PaddleFL/issues/153,[],Installing paddle in docker container fails.,"Installing paddle in docker container fails.`docker pull paddlepaddle/paddlefl:latest`
`docker run  --network=host -it --name my_paddle_fl paddlepaddle/paddlefl:latest /bin/bash`
OS: ubuntu 16.04

After `pip install paddle`, the error is below:
```
Collecting paddle
  Downloading https://files.pythonhosted.org/packages/55/cf/e4b6b9a54d2f072e4491e34317bf5f5fea260da8a3072e641832dc9ce770/paddle-1.0.2.tar.gz (579kB)
    100% |████████████████████████████████| 583kB 24kB/s
    Complete output from command python setup.py egg_info:
    Traceback (most recent call last):
      File ""<string>"", line 1, in <module>
      File ""/tmp/pip-install-T3GpzM/paddle/setup.py"", line 3, in <module>
        import paddle
      File ""paddle/__init__.py"", line 5, in <module>
        import common, dual, tight, data, prox
      File ""paddle/common.py"", line 8, in <module>
        import pylab
      File ""/opt/_internal/cpython-2.7.11-ucs4/lib/python2.7/site-packages/pylab.py"", line 1, in <module>
        from matplotlib.pylab import *
      File ""/opt/_internal/cpython-2.7.11-ucs4/lib/python2.7/site-packages/matplotlib/pylab.py"", line 252, in <module>
        from matplotlib import cbook, mlab, pyplot as plt
      File ""/opt/_internal/cpython-2.7.11-ucs4/lib/python2.7/site-packages/matplotlib/pyplot.py"", line 115, in <module>
        _backend_mod, new_figure_manager, draw_if_interactive, _show = pylab_setup()
      File ""/opt/_internal/cpython-2.7.11-ucs4/lib/python2.7/site-packages/matplotlib/backends/__init__.py"", line 62, in pylab_setup
        [backend_name], 0)
      File ""/opt/_internal/cpython-2.7.11-ucs4/lib/python2.7/site-packages/matplotlib/backends/backend_tkagg.py"", line 4, in <module>
        from . import tkagg  # Paint image to Tk photo blitter extension.
      File ""/opt/_internal/cpython-2.7.11-ucs4/lib/python2.7/site-packages/matplotlib/backends/tkagg.py"", line 5, in <module>
        from six.moves import tkinter as Tk
      File ""/opt/_internal/cpython-2.7.11-ucs4/lib/python2.7/site-packages/six.py"", line 203, in load_module
        mod = mod._resolve()
      File ""/opt/_internal/cpython-2.7.11-ucs4/lib/python2.7/site-packages/six.py"", line 115, in _resolve
        return _import_module(self.mod)
      File ""/opt/_internal/cpython-2.7.11-ucs4/lib/python2.7/site-packages/six.py"", line 82, in _import_module
        __import__(name)
      File ""/opt/_internal/cpython-2.7.11-ucs4/lib/python2.7/lib-tk/Tkinter.py"", line 39, in <module>
        import _tkinter # If this fails your Python may not be configured for Tk
    ImportError: libtk8.5.so: cannot open shared object file: No such file or directory

    ----------------------------------------
Command ""python setup.py egg_info"" failed with error code 1 in /tmp/pip-install-T3GpzM/paddle/

```

What's the reason of this? 
I refered to the instruction in [https://paddlefl.readthedocs.io/en/latest/compile_and_intall.html](https://paddlefl.readthedocs.io/en/latest/compile_and_intall.html)By the way, docker's container already have paddle and paddle_fl installed.
> By the way, docker's container already have paddle and paddle_fl installed.

My bad. The paddle is al.ready installed. But when I run `from paddle_fl.core.master.job_generator import JobGenerator`, the issue is 
```
>>> from paddle_fl.core.master.job_generator import JobGenerator
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
ImportError: No module named core.master.job_generator
```
This is the python code from [https://paddlefl.readthedocs.io/en/latest/data_parallel_instruction.html](https://paddlefl.readthedocs.io/en/latest/data_parallel_instruction.html)> > By the way, docker's container already have paddle and paddle_fl installed.
> 
> My bad. The paddle is al.ready installed. But when I run `from paddle_fl.core.master.job_generator import JobGenerator`, the issue is
> 
> ```
> >>> from paddle_fl.core.master.job_generator import JobGenerator
> Traceback (most recent call last):
>   File ""<stdin>"", line 1, in <module>
> ImportError: No module named core.master.job_generator
> ```
> 
> This is the python code from https://paddlefl.readthedocs.io/en/latest/data_parallel_instruction.html

Thanks for figuring out the bug in our document, please try the following method. 
```
from paddle_fl.paddle_fl.core.master.job_generator import JobGenerator
```Issue closed",4,2021-02-26 09:58:17,2021-03-04 01:57:50,2021-03-04 01:57:50
https://github.com/PaddlePaddle/PaddleFL/issues/152,[],How does PaddleFL handle unstable connection between mobile-trainer and Server.,"How does PaddleFL handle unstable connection between mobile-trainer and Server.For example, some mobiles get power down during the training process.First of all, PaddleFL does not support mobile federated training recently, mainly because we have not support distributed training among mobile devices in Paddle-Lite. 

As for unstable connection, we did some experiments to test the stability of PaddleFL, deep models like Resnet and VGG can train without exception under cross-datacenter network(rate=10mbits/s & latency = 200ms).

Finally, we do not support automatic recovery now (will add in following versions), so you need to restart trainer manually when it is crashed.Thanks for your reply!
Issue closed.",2,2021-01-26 06:14:53,2021-03-02 07:18:53,2021-03-02 07:18:53
https://github.com/PaddlePaddle/PaddleFL/issues/151,[],1.1.0 version in paddle_fl module,"1.1.0 version in paddle_fl moduleBug with serving_api still here in` paddle_fl == 1.1.0`

 ```
File ""fl_trainer.py"", line 1, in <module>
    from paddle_fl.paddle_fl.core.trainer.fl_trainer import FLTrainerFactory
  File ""/opt/conda/envs/python27-paddle120-env/lib/python2.7/site-packages/paddle_fl/paddle_fl/core/trainer/fl_trainer.py"", line 22, in <module>
    import paddle_serving_client.io as serving_io
ImportError: No module named paddle_serving_client.io
```
I tried to install this package in AI Studio and have next:
![image](https://user-images.githubusercontent.com/23639951/104934537-4c5f4300-59bb-11eb-8a1d-19c25a3b9335.png)

Later give info about installing at my machine.
![image](https://user-images.githubusercontent.com/23639951/104938918-ce059f80-59c0-11eb-8305-4fc7910bf797.png)",2,2021-01-18 15:14:50,2021-01-18 16:10:21,2021-01-18 16:10:21
https://github.com/PaddlePaddle/PaddleFL/issues/150,[],femnist 例子跑不通,"femnist 例子跑不通已经尝试过 pip install paddle_fl 和 在python 目录下运行 python setup.py  install
ubuntu 18.04
python3.8

>>> from paddle_fl.core.trainer.fl_trainer import FLTrainerFactory
sh: 1: patchelf: not found
sh: 1: patchelf: not found
Traceback (most recent call last):
  File ""<stdin>"", line 1, in <module>
  File ""/home/gjh/Projects/PaddleFL/python/paddle_fl/__init__.py"", line 15, in <module>
    from . import mpc
  File ""/home/gjh/Projects/PaddleFL/python/paddle_fl/mpc/__init__.py"", line 59, in <module>
    fluid.load_op_library(_paddle_enc_lib)
  File ""/home/gjh/Projects/PaddleFL/python/py38/lib/python3.8/site-packages/paddlepaddle-2.0.0rc1-py3.8-linux-x86_64.egg/paddle/fluid/framework.py"", line 5503, in load_op_library
    core.load_op_library(lib_filename)
RuntimeError: (PreconditionNotMet) The third-party dynamic library (/home/gjh/Projects/PaddleFL/python/py38/lib/python3.8/site-packages/paddle_fl/mpc/libs/libpaddle_enc.so) that Paddle depends on is not configured correctly. (error code is /home/gjh/Projects/PaddleFL/python/py38/lib/python3.8/site-packages/paddle_fl/mpc/libs/libpaddle_enc.so: cannot open shared object file: No such file or directory)
您好，我这里遇到了同样的错误，请问您是怎么解决的？
`PreconditionNotMetError: The third-party dynamic library (/usr/local/python38/lib/python3.8/site-packages/paddle_fl/mpc/libs/libpaddle_enc.so) that Paddle depends on is not configured correctly. (error code is /usr/local/python38/lib/python3.8/site-packages/paddle_fl/mpc/libs/libpaddle_enc.so: cannot open shared object file: No such file or directory)
  Suggestions:
  1. Check if the third-party dynamic library (e.g. CUDA, CUDNN) is installed correctly and its version is matched with paddlepaddle you installed.
  2. Configure third-party dynamic library environment variables as follows:
  - Linux: set LD_LIBRARY_PATH by `export LD_LIBRARY_PATH=...`
  - Windows: set PATH by `set PATH=XXX; at (/b/third_party/paddle/src/extern_paddle/paddle/fluid/platform/dynload/dynamic_loader.cc:194)
`",1,2021-01-14 17:30:22,2021-11-15 03:49:49,2021-01-14 17:35:09
https://github.com/PaddlePaddle/PaddleFL/issues/129,[],Is it possible to have Federated Learning on Cloud-Edge?,"Is it possible to have Federated Learning on Cloud-Edge?Hi everyone,

Currently I am working on a school project about federated learning and came across your framework during exploratory analysis. My project should utilize federated learning in this manner - I have an aggregation server (let's say in a cloud). I want this server to provide model to my 2 Raspberry PIs. These two RPIs would then train the model on a local data for x epochs and provide the trained models/gradients back to the global server. On this server, the results would be federated averaged and new model would be sent to the PIs. Is such a workflow possible with your framework? If so, could you provide me a hint?

Thank you,
Best regardsI'm afraid not for now. The workflow you mentioned is well supported in Paddle FL. You can check the examples in paddle_fl or  the mobile directory. The problem is, we are NOT sure if Paddle FL works on Raspberry Pi. Paddle FL depends on the full-functional PaddlePaddle, which is not yet migrated or tested on Raspberry Pi.

You can try compiling the PaddlePaddle and the Paddle FL code on Raspberry Pi to check if it works. We have not tested this before.",1,2020-10-14 21:44:36,2020-12-16 08:30:57,2020-12-16 08:30:57
